Descricao;Valor_HM;Convenio
Oclusão percutânea do canal arterial;0,0;AUTOMED
Oftalmodinamometria - monocular;0,0;AUTOMED
OLHOS;0,0;AUTOMED
Omentectomia;0,0;AUTOMED
Omentectomia laparoscópica;0,0;AUTOMED
Omoplata ou escápula;40,0;AUTOMED
Omoplata ou ombro funcional;0,0;AUTOMED
ONCOLOGIA / INFECTOLOGIA - IN VIVO;0,0;AUTOMED
Onfalocele/gastrosquise - segundo tempo - tratamento cirúrgico;0,0;AUTOMED
Onfalocele/gastrosquise em 1 tempo ou primeiro tempo ou prótese - tratamento cirúrgico;0,0;AUTOMED
Ooforectomia laparoscópica uni ou bilateral ou ooforoplastia uni ou bilateral;0,0;AUTOMED
Ooforectomia uni ou bilateral ou ooforoplastia uni ou bilateral;0,0;AUTOMED
Operação de processadora automática de sangue em aférese;0,0;AUTOMED
Operação de processadora automática de sangue em autotransfusão intra-operatória;0,0;AUTOMED
Órbita bilateral;472,0;AUTOMED
Órbitas - bilateral;0,0;AUTOMED
Orbitas: p.a. _ Lat. _ Obl. _ Hirtz;0,0;AUTOMED
ORELHA;0,0;AUTOMED
Orelha , mastóides ou rochedos - bilateral;120,0;AUTOMED
ORELHA EXTERNA;0,0;AUTOMED
ORELHA INTERNA;0,0;AUTOMED
ORELHA MÉDIA;0,0;AUTOMED
Órgãos superficiais (tireóide ou escroto ou pênis ou crânio);90,0;AUTOMED
Orquidopexia laparoscópica unilateral;0,0;AUTOMED
Orquidopexia unilateral;0,0;AUTOMED
Orquiectomia intra-abdominal laparoscópica unilateral;0,0;AUTOMED
Orquiectomia unilateral;0,0;AUTOMED
Os músculos latissimus dorsi,gracilis,rectus femoris,tensor fascia lata,flexor digitorum brevis, quando transplantados com sua inervação e praticada a microneurorrafia com finalidade de restaurar função e sensibilidade, serão considerados retalhos neurovasculares livres e terão acréscimo do porte;0,0;AUTOMED
Osmolalidade;0,0;AUTOMED
Osmolalidade, determinação;0,0;AUTOMED
OSSOS;0,0;AUTOMED
Ossos da face;40,0;AUTOMED
Ossos da face:m.n._f.n._lat._hirtz;0,0;AUTOMED
Ossos temporais bilateral;472,0;AUTOMED
Osteocalcina;0,0;AUTOMED
Osteocondrite de tornozelo - tratamento cirúrgico;0,0;AUTOMED
Osteocondroplastia - estabilização, ressecção e ou plastia (enxertia) #;0,0;AUTOMED
Osteocondroplastia – estabilização, ressecção e/ou plastia #;0,0;AUTOMED
Osteocondroplastia – estabilização, ressecção e/ou plastia (enxertia);0,0;AUTOMED
Osteocondroplastia – estabilização, ressecção e/ou plastia (enxertia) #;0,0;AUTOMED
Osteocutâneo de ilíaco;0,0;AUTOMED
Osteocutâneos de costela;0,0;AUTOMED
Osteomielite  ao nível da pelve - tratamento cirúrgico;0,0;AUTOMED
Osteomielite ao nível da cintura escapular - tratamento cirúrgico;0,0;AUTOMED
Osteomielite ao nível da mão - tratamento cirúrgico;0,0;AUTOMED
Osteomielite de coluna - tratamento cirúrgico;0,0;AUTOMED
Osteomielite de costela ou esterno - tratamento cirúrgico;0,0;AUTOMED
Osteomielite de fêmur - tratamento cirúrgico;0,0;AUTOMED
Osteomielite de úmero - tratamento cirúrgico;0,0;AUTOMED
Osteomielite dos ossos da perna - tratamento cirúrgico;0,0;AUTOMED
Osteomielite dos ossos do antebraço - tratamento cirúrgico;0,0;AUTOMED
Osteomusculocutâneo de costela;0,0;AUTOMED
Osteoplastia ou discectomia percutânea (vertebroplastia e outras);0,0;AUTOMED
Osteoplastia para prognatismo, micrognatismo ou laterognatismo;0,0;AUTOMED
Osteoplastias da órbita;0,0;AUTOMED
Osteoplastias de mandíbula;0,0;AUTOMED
Osteoplastias do arco zigomático;0,0;AUTOMED
Osteoplastias etmóido orbitais;0,0;AUTOMED
Osteossíntese de fratura de falange e metacarpeana com fixação externa;0,0;AUTOMED
Osteossíntese de fratura de falange e metacarpeana com uso de miniparafuso;0,0;AUTOMED
Osteotomia - fixador externo;0,0;AUTOMED
Osteotomia crânio-maxilares complexas;0,0;AUTOMED
Osteotomia de coluna vertebral - tratamento cirúrgico;0,0;AUTOMED
Osteotomia ou pseudartrose do tarso e médio pé - tratamento cirúrgico;0,0;AUTOMED
Osteotomia ou pseudartrose dos metatarsos/falanges - tratamento cirúrgico;0,0;AUTOMED
Osteotomia tipo Lefort I;0,0;AUTOMED
Osteotomia tipo Lefort II;0,0;AUTOMED
Osteotomia tipo Lefort III - extracraniana;0,0;AUTOMED
Osteotomias  ao  nível  do  colo ou  região trocanteriana (Sugioka, Martin, Bombelli etc) - tratamento cirúrgico;0,0;AUTOMED
Osteotomias / artrodeses - tratamento cirúrgico;0,0;AUTOMED
Osteotomias / fraturas com fixador externo;0,0;AUTOMED
Osteotomias alvéolo palatinas;0,0;AUTOMED
Osteotomias ao nível do joelho - tratamento cirúrgico;0,0;AUTOMED
Osteotomias e/ou pseudartroses - tratamento cirúrgico;0,0;AUTOMED
Osteotomias segmentares da maxila ou malar;0,0;AUTOMED
Osteotomias supra-acetabulares (Chiari, Pemberton, dial, etc) - tratamento cirúrgico;0,0;AUTOMED
Otoemissões acústicas produto de distorção;0,0;AUTOMED
Otoemissões evocadas transientes;0,0;AUTOMED
Outras afecções da coluna - tratamento incruento;0,0;AUTOMED
OUTROS;0,0;AUTOMED
OUTROS;0,0;AUTOMED
OUTROS;0,0;AUTOMED
OUTROS - IN VIVO;0,0;AUTOMED
Outros defeitos congênitos que não a microtia;0,0;AUTOMED
OUTROS EXAMES;0,0;AUTOMED
OUTROS PROCEDIMENTOS;0,0;AUTOMED
OUTROS PROCEDIMENTOS / PUNÇÕES;0,0;AUTOMED
OUTROS PROCEDIMENTOS INVASIVOS;0,0;AUTOMED
Outros testes bioquímicos para determinação do risco fetal (cada);0,0;AUTOMED
Outros transplantes cutâneos;0,0;AUTOMED
Outros transplantes musculares;0,0;AUTOMED
Outros transplantes músculo-cutâneos;0,0;AUTOMED
Outros transplantes ósseos e osteomusculocutâneos;0,0;AUTOMED
Ouvido congênito - tratamento cirúrgico;0,0;AUTOMED
OVÁRIOS;0,0;AUTOMED
Oxcarbazepina, dosagem;0,0;AUTOMED
Oximetria não invasiva;0,0;AUTOMED
Ozena - tratamento cirúrgico;0,0;AUTOMED
Ozena - tratamento cirúrgico por videoendoscopia;0,0;AUTOMED
PACIENTE BANDEIRA AMARELA;0,0;AUTOMED
PACIENTE BANDEIRA VERDE;0,0;AUTOMED
PACIENTE BANDEIRA VERMELHA;0,0;AUTOMED
Paciente com D.P.O.C. em atendimento ambulatorial necessitando reeducação e reabilitação respiratória;0,0;AUTOMED
Paciente em pós-operatório de cirurgia cardíaca, atendido em ambulatório, duas a três vezes por semana;0,0;AUTOMED
Pacientes com doença isquêmica do coração, atendido em ambulatório de 8 a 24 semanas;0,0;AUTOMED
Pacientes com doença isquêmica do coração, atendido em ambulatório, até 8 semanas de programa;0,0;AUTOMED
Pacientes com doença isquêmica do coração, hospitalizado, até 8 semanas de programa;0,0;AUTOMED
Pacientes com doenças neuro-músculo-esqueléticas com envolvimento tegumentar;0,0;AUTOMED
Pacientes em pós-operatório de cirurgia cardíaca, hospitalizado, até 8 semanas de programa;0,0;AUTOMED
Pacientes sem doença coronariana clinicamente manifesta, mas considerada de alto  risco,  atendido  em ambulatório, duas a três vezes por semana;0,0;AUTOMED
Palatoplastia com enxerto ósseo;0,0;AUTOMED
Palatoplastia com retalho faríngeo;0,0;AUTOMED
Palatoplastia com retalho miomucoso;0,0;AUTOMED
Palatoplastia parcial;0,0;AUTOMED
Palatoplastia total;0,0;AUTOMED
Palato-queiloplastia unilateral;0,0;AUTOMED
PÁLPEBRA;0,0;AUTOMED
Pálpebra - reconstrução parcial (com ou sem ressecção de tumor);0,0;AUTOMED
Pálpebra - reconstrução total (com ou sem ressecção de tumor) - por estágio;0,0;AUTOMED
P-aminofenol (para anilina);0,0;AUTOMED
PÂNCREAS;0,0;AUTOMED
Pâncreas anular - tratamento cirúrgico;0,0;AUTOMED
Pâncreas anular - tratamento cirúrgico por videolaparoscopia;0,0;AUTOMED
Pancreatectomia corpo caudal com preservação do baço;0,0;AUTOMED
Pancreatectomia parcial ou sequestrectomia;0,0;AUTOMED
PANCREÁTICO;0,0;AUTOMED
Pancreato-duodenectomia com linfadenectomia;0,0;AUTOMED
Pancreato-enterostomia;0,0;AUTOMED
Pancreatorrafia;0,0;AUTOMED
Pancreozima - secretina no suco duodenal, teste;0,0;AUTOMED
Pancrioterapia periférica;0,0;AUTOMED
Panorâmica de mandíbula (ortopantomografia);0,0;AUTOMED
Panoramica de membros inferiores..................;0,0;AUTOMED
Panorâmica dos membros inferiores;102,0;AUTOMED
PAPANICOLAU;65,0;AUTOMED
Papilectomia (única ou múltipla);0,0;AUTOMED
Papilotomia biópsia e/ou citologia biliar e pancreática;0,0;AUTOMED
Papilotomia e dilatação biliar ou pancreática;0,0;AUTOMED
Papilotomia endoscópica (para retirada de cálculos coledocianos ou drenagem biliar);0,0;AUTOMED
Papilotomia transduodenal;0,0;AUTOMED
Papilotomia, dilatação e colocação de prótese ou dreno biliar ou pancreático;0,0;AUTOMED
PAPP-A;0,0;AUTOMED
Paquimetria ultra-sônica - monocular;0,0;AUTOMED
Paracentese abdominal;0,0;AUTOMED
Paracentese da câmara anterior;0,0;AUTOMED
Paracentese do tímpano - miringotomia, unilateral (em consultório);0,0;AUTOMED
Paracentese do tímpano, unilateral, em hospital/anest. geral;0,0;AUTOMED
Paracentese orientada por RX ou US;0,0;AUTOMED
Paracoccidioides, pesquisa de;0,0;AUTOMED
Paracoccidioidomicose, anticorpos totais / IgG;0,0;AUTOMED
Paraescapular;0,0;AUTOMED
Parafimose - redução manual ou cirúrgica;0,0;AUTOMED
Paralisia cerebral;0,0;AUTOMED
Paralisia cerebral com distúrbio de comunicação;0,0;AUTOMED
Paralisia facial - reanimação com o músculo temporal (região oral) com neurotização;0,0;AUTOMED
Paralisia facial - reanimação com o músculo temporal (região oral), sem neurotização;0,0;AUTOMED
Paralisia facial - reanimação com o músculo temporal (região orbital e oral) com neurotização;0,0;AUTOMED
Paralisia facial - reanimação com o músculo temporal (região orbital), sem neurotização;0,0;AUTOMED
Paraparesia/tetraparesia;0,0;AUTOMED
Paraplegia e tetraplegia;0,0;AUTOMED
Parasitológico;22,5;AUTOMED
Parasitológico, colheita múltipla com fornecimento do líquido conservante;0,0;AUTOMED
PARATIREÓIDE;0,0;AUTOMED
Paratireoidectomia com toracotomia;0,0;AUTOMED
Paratormônio - PTH ou fração (cada);0,0;AUTOMED
PAREDE TORÁCICA;0,0;AUTOMED
PAREDE TORÁCICA;0,0;AUTOMED
Parkinson;0,0;AUTOMED
Parotidectomia parcial com conservação do nervo facial;0,0;AUTOMED
Parotidectomia total ampliada com ou sem reconstrução com retalhos locais;0,0;AUTOMED
Parotidectomia total com conservação do nervo facial;0,0;AUTOMED
Parotidectomia total com reconstrução do nervo facial;0,0;AUTOMED
Parotidectomia total com sacrificio do nervo facial, sem reconstrução;0,0;AUTOMED
Parto (via vaginal);0,0;AUTOMED
Parto múltiplo por via vaginal (cada um subsequente ao inicial);0,0;AUTOMED
PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS;0,0;AUTOMED
Parvovírus - IgG, IgM (cada);0,0;AUTOMED
Parvovírus por PCR;0,0;AUTOMED
Passagem de catéter peridural ou subaracnóideo com bloqueio de prova;0,0;AUTOMED
Passagem de sonda naso-enteral;256,0;AUTOMED
Patela;0,0;AUTOMED
Patologia neurológica com dependência de atividades da vida diária;0,0;AUTOMED
Patologia osteomioarticular em diferentes segmentos da coluna;0,0;AUTOMED
Patologia osteomioarticular em dois ou mais membros;0,0;AUTOMED
Patologia osteomioarticular em um membro;0,0;AUTOMED
Patologia osteomioarticular em um segmento da coluna;0,0;AUTOMED
Patologias osteomioarticulares com dependência de atividades da vida diária;0,0;AUTOMED
PAVILHÃO AURICULAR;0,0;AUTOMED
PÉ;0,0;AUTOMED
Pé (antepé) - não inclui tornozelo;488,0;AUTOMED
Pé ou pododáctilo;40,0;AUTOMED
Pe ou pododactilos;0,0;AUTOMED
Pé plano/pé cavo/coalisão tarsal - tratamento cirúrgico;0,0;AUTOMED
Pé torto congênito (um pé) - tratamento cirúrgico;0,0;AUTOMED
PELE E TECIDO CELULAR SUBCUTÂNEO / ANEXOS;0,0;AUTOMED
Pelve (não inclui articulações coxofemorais);0,0;AUTOMED
Pelve ou bacia;336,0;AUTOMED
Pelvipodálico;0,0;AUTOMED
PÊNIS;0,0;AUTOMED
Pênis;0,0;AUTOMED
Pênis curvo congênito;0,0;AUTOMED
Peniscopia (inclui bolsa escrotal);0,0;AUTOMED
Peptídeo C;0,0;AUTOMED
Peptídeo natriurético BNP/PROBNP;188,16;AUTOMED
Peptídio intestinal vasoativo, dosagem;0,0;AUTOMED
Perda de substância da mão (reparação) - tratamento cirúrgico;0,0;AUTOMED
Perfil  metabólico  p/  litíase  renal: sangue (Ca, P, AU, Cr) urina: (Ca, AU, P, citr, pesq. Cistina) AMP-cíclico;0,0;AUTOMED
Perfil lipídico / lipidograma (lípidios totais, colesterol, triglicerídios e eletroforese lipoproteínas);38,16;AUTOMED
Perfil reumatológico (ácido úrico, eletroforese de proteínas, FAN, VHS, prova do látex P/F. R, W. Rose);0,0;AUTOMED
Perfuração do septo nasal - correção cirúrgica;0,0;AUTOMED
Perfuração do septo nasal - correção cirúrgica por videoendoscopia;0,0;AUTOMED
Perfuração duodenal ou delgado - tratamento cirúrgico;0,0;AUTOMED
Perfuração duodenal ou delgado - tratamento cirúrgico por videolaparoscopia;0,0;AUTOMED
Perfusão cerebral por RM;0,0;AUTOMED
Perfusionista;0,0;AUTOMED
PERICÁRDIO;0,0;AUTOMED
Pericardiocentese;0,0;AUTOMED
Pericardiotomia / Pericardiectomia;0,0;AUTOMED
Pericardiotomia / Pericardiectomia por vídeo;0,0;AUTOMED
Pericardiotomia com abertura pleuro-pericárdica (qualquer técnica);0,0;AUTOMED
Pericardiotomia com abertura pleuro-pericárdica por vídeo;0,0;AUTOMED
Perícia forense, por psiquiatra forense;0,0;AUTOMED
Perícia psiquiátrica administrativa;0,0;AUTOMED
Pericias TJSC;0,0;AUTOMED
Pericondrite de pavilhão - tratamento cirúrgico com desbridamento;0,0;AUTOMED
PERÍNEO;0,0;AUTOMED
Perineorrafia (não obstétrica) e/ou episiotomia e/ou episiorrafia;0,0;AUTOMED
PERITÔNIO;0,0;AUTOMED
PERNA;0,0;AUTOMED
Perna;0,0;AUTOMED
Perna;40,0;AUTOMED
Perna (unilateral);488,0;AUTOMED
Perônio ou fíbula;0,0;AUTOMED
PESCOÇO;0,0;AUTOMED
Pescoço (nasofaringe, orofaringe, laringe, traquéia, tireóide, paratireóide);501,5;AUTOMED
Pescoço (partes moles, laringe, tireóide e faringe);336,0;AUTOMED
Pesquisa de anticorpos séricos antieritrocitários, anti-A e/ou anti-B;0,0;AUTOMED
Pesquisa de anticorpos séricos antieritrocitários, anti-A e/ou anti-B - gel teste;0,0;AUTOMED
Pesquisa de anticorpos séricos irregulares antieritrocitários;0,0;AUTOMED
Pesquisa de anticorpos séricos irregulares antieritrocitários - gel teste;0,0;AUTOMED
Pesquisa de anticorpos séricos irregulares antieritrocitários - método de eluição;0,0;AUTOMED
Pesquisa de anticorpos séricos irregulares antieritrocitários a frio;0,0;AUTOMED
Pesquisa de bandas oligoclonais por isofocalização;0,0;AUTOMED
Pesquisa de hemoglobina S por componente hemoterápico - gel teste;0,0;AUTOMED
Pesquisa de hemoglobina S por unidade de sangue total - gel teste;0,0;AUTOMED
Pesquisa de mutação de alelo específico por PCR;0,0;AUTOMED
Pesquisa de outros agentes por PCR;0,0;AUTOMED
Pesquisa de pares cranianos relacionados com o VIII PAR;0,0;AUTOMED
Pesquisa do fenômeno de Tullio;0,0;AUTOMED
Pesquisa ou dosagem de um componente urinário;0,0;AUTOMED
PET dedicado oncológico;0,0;AUTOMED
pH - tornassol;0,0;AUTOMED
pH-metria esofágica computadorizada com dois canais;0,0;AUTOMED
pH-metria esofágica computadorizada com três canais;0,0;AUTOMED
pH-metria esofágica computadorizada com um canal;0,0;AUTOMED
PIELOGRAFIA;0,0;AUTOMED
Pielografia ascendente;0,0;AUTOMED
Pielografia ascendente;0,0;AUTOMED
Pielografia percutânea orientada por RX, US, TC ou RM;0,0;AUTOMED
Pielolitotomia com nefrolitotomia anatrófica unilateral;0,0;AUTOMED
Pielolitotomia com nefrolitotomia simples unilateral;0,0;AUTOMED
Pielolitotomia laparoscópica unilateral;0,0;AUTOMED
Pielolitotomia unilateral;0,0;AUTOMED
Pieloplastia;0,0;AUTOMED
Pieloplastia laparoscópica unilateral;0,0;AUTOMED
Pielostomia unilateral;0,0;AUTOMED
Pielotomia exploradora unilateral;0,0;AUTOMED
Piloromiotomia;0,0;AUTOMED
Piloromiotomia por videolaparoscopia;0,0;AUTOMED
Piloroplastia;0,0;AUTOMED
Piloroplastia por videolaparoscopia;0,0;AUTOMED
Piridinolina;0,0;AUTOMED
Piruvato quinase;0,0;AUTOMED
Placas;0,0;AUTOMED
Planejamento computadorizado de braquiterapia - 1 por inserção;0,0;AUTOMED
Planejamento computadorizado tridimensional de braquiterapia - 1 por inserção;0,0;AUTOMED
Planejamento de tratamento computadorizado - 1 por volume tratado;0,0;AUTOMED
Planejamento de tratamento computadorizado tridimensional - 1 por volume tratado;0,0;AUTOMED
Planejamento de tratamento simples (não computadorizado) - 1 por volume tratado;0,0;AUTOMED
Planejamento não-computadorizado de braquiterapia - 1 por inserção;0,0;AUTOMED
Planigrafia de coluna vertebral (dois planos);0,0;AUTOMED
Planigrafia de osso;0,0;AUTOMED
Planigrafia de tórax, mediastino ou laringe;0,0;AUTOMED
Planigrafia linear de crânio ou sela túrcica ou face ou mastóide;0,0;AUTOMED
PLAQUETAS - CONTAGEM;49,8;AUTOMED
Plaquetas, teste de agregação (por agente agregante), cada;0,0;AUTOMED
Plasminogênio, dosagem;0,0;AUTOMED
Plasmódio, pesquisa;0,0;AUTOMED
Plastia de ducto salivar ou exérese de cálculo ou de rânula salivar;0,0;AUTOMED
Plastia de traqueostoma;0,0;AUTOMED
Plastia valvar;0,0;AUTOMED
Plástica - retalho cutâneo à distância;0,0;AUTOMED
Plástica de conjuntiva;0,0;AUTOMED
Plástica de corpo cavernoso;0,0;AUTOMED
Plástica do ducto parotídeo;0,0;AUTOMED
Plástica do freio bálano-prepucial;0,0;AUTOMED
Plástica em Z ou W;0,0;AUTOMED
Plástica ungueal;0,0;AUTOMED
Pletismografia (qualquer tipo) por lateralidade ou território;0,0;AUTOMED
PLEURA;0,0;AUTOMED
Pleurectomia;0,0;AUTOMED
Pleurectomia por videotoracoscopia;0,0;AUTOMED
Pleurodese (qualquer técnica);0,0;AUTOMED
Pleurodese por video;0,0;AUTOMED
Pleuroscopia;0,0;AUTOMED
Pleuroscopia por vídeo;0,0;AUTOMED
Pleurostomia (aberta);0,0;AUTOMED
Plexo braquial (desfiladeiro torácico) ou lombossacral (não inclui coluna cervical ou lombar);0,0;AUTOMED
Plumbagem extrafascial;0,0;AUTOMED
Pneumocysti carinii, pesquisa por coloração especial;0,0;AUTOMED
Pneumonectomia;0,0;AUTOMED
Pneumonectomia de totalização;0,0;AUTOMED
Pneumorrafia;0,0;AUTOMED
Pneumostomia (cavernostomia) com costectomia e estoma cutâneo-cavitário;0,0;AUTOMED
P-nitrofenol (para nitrobenzeno);0,0;AUTOMED
Policização ou transferência digital;0,0;AUTOMED
Polidactilia articulada - tratamento cirúrgico;0,0;AUTOMED
Polidactilia não articulada - tratamento cirúrgico;0,0;AUTOMED
Poligrafia de recém-nascido (maior ou igual 2 horas) (PG/RN);0,0;AUTOMED
Poliomelite sorologia;0,0;AUTOMED
Polipectomia - unilateral;0,0;AUTOMED
Polipectomia de cólon (independente do número de pólipos);352,0;AUTOMED
Polipectomia do esôfago, estômago ou duodeno (independente do número de pólipos);0,0;AUTOMED
Pólipo antro-coanal de Killiam - exérese;0,0;AUTOMED
Pólipo retal - ressecção endoanal;0,0;AUTOMED
Pólipos vesicais - ressecção cirúrgica;0,0;AUTOMED
Pólipos vesicais - ressecção endoscópica;0,0;AUTOMED
Polissonografia de noite inteira (PSG) (inclui polissonogramas);0,0;AUTOMED
Polissonograma com EEG de noite inteira;760,0;AUTOMED
Polissonograma com teste de CPAP nasal;0,0;AUTOMED
Ponte aorto-bifemoral;0,0;AUTOMED
Ponte aorto-biilíaca;0,0;AUTOMED
Ponte aorto-femoral - unilateral;0,0;AUTOMED
Ponte aorto-ilíaca - unilateral;0,0;AUTOMED
Ponte axilo-bifemoral;0,0;AUTOMED
Ponte axilo-femoral;0,0;AUTOMED
Ponte distal;0,0;AUTOMED
Ponte fêmoro poplítea proximal;0,0;AUTOMED
Ponte fêmoro-femoral cruzada;0,0;AUTOMED
Ponte fêmoro-femoral ipsilateral;0,0;AUTOMED
Ponte subclávio bifemoral;0,0;AUTOMED
Ponte subclávio femoral;0,0;AUTOMED
Pontes aorto-cervicais ou endarterectomias dos troncos supra-aórticos;0,0;AUTOMED
Pontes transcervicais - qualquer tipo;0,0;AUTOMED
Porfirinas quantitativas (cada);0,0;AUTOMED
Porfobilinogênio;0,0;AUTOMED
Porfobilinogênio, pesquisa;0,0;AUTOMED
Portografia trans-hepática;0,0;AUTOMED
Posicionamento de agulhas radiativas por toracotomia (braquiterapia);0,0;AUTOMED
Postectomia;0,0;AUTOMED
Posturografia;0,0;AUTOMED
Potássio;31,6;AUTOMED
Potencial de acuidade visual - monocular;1,0;AUTOMED
Potencial evocado - P300;0,0;AUTOMED
Potencial evocado auditivo de média latência (PEA-ML) bilateral;0,0;AUTOMED
Potencial evocado auditivo de tronco cerebral (PEA-TC);0,0;AUTOMED
Potencial evocado estacionário (Steady State);0,0;AUTOMED
Potencial evocado gênito-cortical (PEGC);0,0;AUTOMED
Potencial evocado intra-operatório - monitorização cirúrgica (PE/IO);0,0;AUTOMED
Potencial evocado motor - PEM (bilateral);0,0;AUTOMED
Potencial evocado somato-sensitivo - membros inferiores (PESS);0,0;AUTOMED
Potencial evocado somato-sensitivo - membros superiores (PESS);0,0;AUTOMED
Potencial evocado visual (PEV);0,0;AUTOMED
Potencial somato-sensitivo para localização funcional da área central (monitorização por hora) até 3 horas;0,0;AUTOMED
PPD (tuberculina), IDeR;0,0;AUTOMED
Pré-albumina;0,0;AUTOMED
Pregnandiol;0,0;AUTOMED
Pregnantriol;0,0;AUTOMED
Preparo de veia autóloga para remendos vasculares;0,0;AUTOMED
Prestação de serviços em delegações ou competições esportivas;0,0;AUTOMED
Priapismo - tratamento cirúrgico;0,0;AUTOMED
Priapismo - tratamento não cirúrgico;0,0;AUTOMED
Primeiro radial externo (extensor carpi radialis longus);0,0;AUTOMED
Primidona;0,0;AUTOMED
Procainamida, dosagem;0,0;AUTOMED
Procalcitonina;0,0;AUTOMED
PROCEDIMENTO;0,0;AUTOMED
Procedimento diagnóstico citopatológico em meio líquido;0,0;AUTOMED
Procedimento diagnóstico citopatológico oncótico de líquidos e raspados cutâneos;0,0;AUTOMED
Procedimento diagnóstico em amputação de membros - causa oncológica;0,0;AUTOMED
